Gene_ID	Gene
ENSG00000101577	['LPIN2', 'KIAA0249']
ENSG00000101596	['SMCHD1', 'KIAA0650', 'FSHD2']
ENSG00000101605	['MYOM1']
ENSG00000101608	['MYL12A', 'MLCB', 'MYL2B', 'MRLC3']
ENSG00000101624	['CEP76', 'C18orf9', 'HsT1705', 'FLJ12542']
ENSG00000101638	['ST8SIA5', 'SIAT8E']
ENSG00000101639	['CEP192', 'KIAA1569', 'FLJ10352', 'PPP1R62']
ENSG00000101654	['RNMT', 'RG7MT1']
ENSG00000101665	['SMAD7', 'MADH8']
ENSG00000101670	['LIPG', 'EDL']
ENSG00000101680	['LAMA1', 'LAMA']
ENSG00000101695	['RNF125', 'FLJ20456']
ENSG00000101745	['ANKRD12', 'KIAA0874', 'FLJ20053', 'GAC-1']
ENSG00000101746	['NOL4', 'NOLP', 'HRIHFB2255', 'CT125']
ENSG00000101751	['POLI', 'RAD3OB', 'RAD30B']
ENSG00000101752	['MIB1', 'DIP-1', 'MIB', 'KIAA1323', 'ZZANK2', 'ZZZ6']
ENSG00000101773	['RBBP8', 'SCKL2', 'CtIP', 'RIM']
ENSG00000101782	['RIOK3', 'SUDD']
ENSG00000101811	['CSTF2', 'CstF-64']
ENSG00000101812	['H2BFM']
ENSG00000101825	['MXRA5', 'DKFZp564I1922']
ENSG00000101842	['VSIG1', 'MGC44287']
ENSG00000101843	['PSMD10']
ENSG00000101844	['ATG4A', 'AUTL2', 'APG4A']
ENSG00000101846	['STS', 'ARSC1', 'ARSC']
ENSG00000101849	['TBL1X', 'TBL1', 'EBI']
ENSG00000101850	['GPR143', 'OA1']
ENSG00000101856	['PGRMC1', 'HPR6.6']
ENSG00000101868	['POLA1', 'POLA', 'NSX', 'p180']
ENSG00000101871	['MID1', 'OS', 'FXY', 'TRIM18', 'RNF59']
ENSG00000101882	['NKAP', 'FLJ22626']
ENSG00000101883	['RHOXF1', 'OTEX']
ENSG00000101888	['NXT2', 'P15-2']
ENSG00000101890	['GUCY2F', 'GUC2DL', 'GC-F', 'RetGC-2', 'ROS-GC2', 'CYGF']
ENSG00000101892	['ATP1B4']
ENSG00000101901	['ALG13', 'GLT28D1', 'CXorf45', 'MDS031', 'YGL047W', 'FLJ23018', 'TDRD13', 'CDG1S']
ENSG00000101911	['PRPS2']
ENSG00000101916	['TLR8', 'CD288']
ENSG00000101928	['MOSPD1', 'dJ473B4']
ENSG00000101935	['AMMECR1']
ENSG00000101938	['CHRDL1', 'MGC1', 'NRLN1', 'CHL']
ENSG00000101940	['WDR13']
ENSG00000101945	['SUV39H1', 'SUV39H', 'KMT1A']
ENSG00000101951	['PAGE4', 'GAGEC1', 'PAGE-4', 'CT16.7']
ENSG00000101955	['SRPX', 'ETX1']
ENSG00000101958	['GLRA2', 'GLR']
ENSG00000101966	['XIAP', 'API3', 'BIRC4', 'hILP']
ENSG00000101972	['STAG2', 'SA-2', 'SCC3B', 'SA2']
ENSG00000101974	['ATP11C', 'ATPIG', 'ATPIQ']
ENSG00000101977	['MCF2', 'DBL', 'ARHGEF21']
ENSG00000101981	['F9', 'FIX']
ENSG00000101986	['ABCD1', 'ALD', 'ALDP', 'adrenoleukodystrophy']
ENSG00000101997	['CCDC22', 'CXorf37', 'JM1']
ENSG00000102001	['CACNA1F', 'CSNB2', 'AIED', 'Cav1.4', 'JM8', 'JMC8', 'CSNBX2', 'CORDX3', 'CSNB2A', 'OA2']
ENSG00000102003	['SYP', 'MRX96']
ENSG00000102007	['PLP2', 'A4', 'A4-LSB', 'MGC126187']
ENSG00000102010	['BMX', 'ETK', 'PSCTK3']
ENSG00000102021	['LUZP4', 'HOM-TES-85', 'CT-8', 'CT28']
ENSG00000102024	['PLS3', 'T-plastin']
ENSG00000102030	['NAA10', 'ARD1', 'ARD1A', 'DXS707', 'TE2']
ENSG00000102032	['RENBP', 'RNBP', 'RBP']
ENSG00000102034	['ELF4', 'MEF', 'ELFR']
ENSG00000102038	['SMARCA1', 'SNF2L1', 'SNF2L', 'SNF2LB', 'NURF140', 'ISWI', 'SWI', 'hSNF2L']
ENSG00000102043	['MTMR8', 'FLJ20126']
ENSG00000102048	['ASB9', 'DKFZP564L0862', 'MGC4954', 'FLJ20636']
ENSG00000102053	['ZC3H12B', 'CXorf32', 'MCPIP2']
ENSG00000102054	['RBBP7', 'RbAp46']
ENSG00000102057	['KCND1', 'Kv4.1']
ENSG00000102069	['UBE2NL']
ENSG00000102076	['OPN1LW', 'CBBM', 'COD5']
ENSG00000102078	['SLC25A14', 'BMCP1', 'UCP5']
ENSG00000102080	['TEX28P2']
ENSG00000102081	['FMR1', 'POF1', 'FMRP', 'FRAXA', 'MGC87458']
ENSG00000102096	['PIM2']
ENSG00000102098	['SCML2']
ENSG00000102100	['SLC35A2', 'UGALT', 'UGAT', 'UGT', 'UGT1', 'UGT2', 'UGTL']
ENSG00000102103	['PQBP1', 'RENS1', 'MRXS8', 'SHS', 'MRX55', 'MRX2', 'MRXS3']
ENSG00000102104	['RS1', 'XLRS1']
ENSG00000102109	['PCSK1N', 'SAAS', 'SgVIII', 'SCG8', 'proSAAS', 'PEN', 'BigLEN']
ENSG00000102119	['EMD', 'STA', 'LEMD5']
ENSG00000102125	['TAZ', 'CMD3A', 'EFE2', 'EFE', 'BTHS', 'XAP-2', 'G4.5', 'TAZ1']
ENSG00000102128	['RAB40AL', 'RAR2', 'RLGP']
ENSG00000102144	['PGK1']
ENSG00000102145	['GATA1', 'GF1', 'ERYF1', 'NFE1', 'GATA-1', 'NF-E1']
ENSG00000102158	['MAGT1', 'DKFZp564K142', 'OST3B', 'MRX95']
ENSG00000102172	['SMS', 'SRS', 'SPMSY', 'SpS', 'MRSR']
ENSG00000102174	['PHEX', 'HYP', 'HPDR', 'PEX', 'HPDR1', 'HYP1', 'XLH']
ENSG00000102178	['UBL4A', 'UBL4', 'GDX', 'DXS254E', 'GET5', 'MDY2', 'TMA24']
ENSG00000102181	['CD99L2', 'MIC2L1', 'CD99B']
ENSG00000102189	['EEA1', 'ZFYVE2']
ENSG00000102195	['GPR50', 'H9', 'Mel1c']
ENSG00000102218	['RP2', 'TBCCD2', 'NME10', 'NM23-H10']
ENSG00000102221	['JADE3', 'PHF16', 'KIAA0215', 'JADE-3']
ENSG00000102225	['CDK16', 'PCTK1', 'PCTAIRE', 'PCTAIRE1', 'PCTGAIRE', 'FLJ16665']
ENSG00000102226	['USP11', 'UHX1']
ENSG00000102230	['PCYT1B', 'CCT-beta']
ENSG00000102239	['BRS3', 'BB3', 'BB3R']
ENSG00000102241	['HTATSF1', 'TAT-SF1']
ENSG00000102243	['VGLL1', 'TONDU', 'TDU']
ENSG00000102245	['CD40LG', 'HIGM1', 'IMD3', 'TNFSF5', 'CD40L', 'gp39', 'hCD40L', 'CD154']
ENSG00000102265	['TIMP1', 'TIMP', 'CLGI']
ENSG00000102271	['KLHL4', 'KIAA1687', 'DKELCHL', 'KHL4']
ENSG00000102287	['GABRE']
ENSG00000102290	['PCDH11X', 'PCDH11', 'PCDH-X', 'PCDHX', 'PPP1R119']
ENSG00000102302	['FGD1', 'FGDY', 'ZFYVE3']
ENSG00000102309	['PIN4', 'PAR14', 'PAR17', 'EPVH']
ENSG00000102312	['PORCN', 'DHOF', 'MG61', 'PPN', 'por']
ENSG00000102313	['ITIH6', 'ITIH5L', 'UNQ6369']
ENSG00000102316	['MAGED2', 'JCL-1', 'BCG1', '11B6', 'MAGE-D2', 'HCA10', 'MAGED', 'MGC8386']
ENSG00000102317	['RBM3', 'IS1-RNPL']
ENSG00000102349	['KLF8', 'BKLF3', 'ZNF741', 'DXS741']
ENSG00000102359	['SRPX2', 'SRPUL']
ENSG00000102362	['SYTL4']
ENSG00000102383	['ZDHHC15', 'FLJ31812', 'MRX91', 'DHHC15']
ENSG00000102384	['CENPI', 'FSHPRH1', 'LRPR1', 'CENP-I', 'Mis6']
ENSG00000102385	['DRP2']
ENSG00000102387	['TAF7L', 'TAF2Q', 'CT40']
ENSG00000102390	['PBDC1', 'CXorf26', 'MGC874']
ENSG00000102393	['GLA', 'GALA']
ENSG00000102401	['ARMCX3', 'ALEX3', 'GASP6']
ENSG00000102409	['BEX4', 'BEXL1', 'FLJ10097']
ENSG00000102445	['KIAA0226L']
ENSG00000102452	['NALCN', 'VGCNL1', 'bA430M15.1', 'CanIon']
ENSG00000102466	['FGF14', 'FHF4', 'SCA27']
ENSG00000102468	['HTR2A', 'HTR2', '5-HT2A']
ENSG00000102471	['NDFIP2', 'KIAA1165', 'N4wbp5a']
ENSG00000102524	['TNFSF13B', 'TNFSF20', 'BAFF', 'THANK', 'BLYS', 'TALL-1', 'TALL1', 'CD257']
ENSG00000102531	['FNDC3A', 'FNDC3', 'bA203I16.5', 'KIAA0970']
ENSG00000102539	['MLNR', 'GPR38']
ENSG00000102543	['CDADC1', 'NYD-SP15']
ENSG00000102547	['CAB39L', 'bA103J18.3', 'FLJ12577', 'MO2L']
ENSG00000102554	['KLF5', 'BTEB2', 'IKLF']
ENSG00000102572	['STK24', 'MST-3', 'MST3', 'MST3B', 'STE20']
ENSG00000102575	['ACP5', 'TRAP', 'HPAP']
ENSG00000102580	['DNAJC3', 'PRKRI', 'P58', 'P58IPK', 'HP58', 'ERdj6']
ENSG00000102595	['UGGT2', 'UGCGL2', 'FLJ11485', 'HUGT2', 'FLJ10873', 'MGC150689', 'MGC87276', 'MGC117360']
ENSG00000102606	['ARHGEF7', 'KIAA0142', 'PIXB', 'DKFZp761K1021', 'Nbla10314', 'DKFZp686C12170', 'BETA-PIX', 'COOL1', 'P85SPR', 'P85', 'P85COOL1', 'P50BP', 'P50']
ENSG00000102678	['FGF9']
ENSG00000102683	['SGCG', 'DMDA1', 'MAM', 'LGMD2C', 'SCARMD2', 'DAGA4', 'DMDA', 'TYPE', 'MGC130048']
ENSG00000102699	['PARP4', 'ADPRTL1', 'VAULT3', 'p193', 'VPARP', 'VWA5C']
ENSG00000102710	['SUPT20H', 'C13orf19', 'FAM48A', 'SPT20', 'bA421P11.4', 'P38IP']
ENSG00000102738	['MRPS31', 'IMOGN38']
ENSG00000102743	['SLC25A15', 'ORNT1', 'HHH', 'D13S327']
ENSG00000102753	['KPNA3', 'SRP1gamma', 'SRP4', 'hSRP1', 'IPOA4']
ENSG00000102755	['FLT1', 'FLT', 'VEGFR1']
ENSG00000102760	['RGCC', 'C13orf15', 'bA157L14.2', 'RGC-32', 'RGC32']
ENSG00000102763	['VWA8', 'KIAA0564']
ENSG00000102780	['DGKH', 'DGKeta']
ENSG00000102781	['KATNAL1', 'MGC2599']
ENSG00000102786	['INTS6', 'DDX26', 'DICE1', 'HDB', 'Notchl2', 'DBI-1', 'DDX26A']
ENSG00000102794	['IRG1']
ENSG00000102796	['DHRS12', 'FLJ13639', 'SDR40C1']
ENSG00000102802	['MEDAG', 'C13orf33', 'FLJ14834', 'AWMS3', 'MEDA-4']
ENSG00000102804	['TSC22D1', 'TGFB1I4', 'TSC22', 'MGC17597']
ENSG00000102805	['CLN5']
ENSG00000102837	['OLFM4', 'OlfD', 'GW112', 'GC1']
ENSG00000102854	['MSLN', 'MPF']
ENSG00000102858	['MGRN1', 'KIAA0544', 'RNF156']
ENSG00000102870	['ZNF629', 'ZNF65', 'KIAA0326']
ENSG00000102871	['TRADD', 'Hs.89862']
ENSG00000102878	['HSF4', 'CTM']
ENSG00000102879	['CORO1A', 'HCORO1', 'p57', 'coronin-1']
ENSG00000102882	['MAPK3', 'PRKM3', 'ERK1', 'p44mapk', 'p44erk1']
ENSG00000102886	['GDPD3', 'MGC4171']
ENSG00000102890	['ELMO3', 'FLJ13824', 'ELMO-3']
ENSG00000102891	['MT4', 'MTIV']
ENSG00000102893	['PHKB']
ENSG00000102897	['LYRM1', 'A211C6.1']
ENSG00000102898	['NUTF2', 'NTF2', 'PP15']
ENSG00000102900	['NUP93', 'KIAA0095']
ENSG00000102901	['CENPT', 'C16orf56', 'FLJ13111', 'CENP-T']
ENSG00000102904	['TSNAXIP1', 'TXI1']
ENSG00000102908	['NFAT5', 'TONEBP', 'KIAA0827', 'NFATL1', 'OREBP', 'NFATZ', 'NF-AT5']
ENSG00000102910	['LONP2', 'MGC4840', 'LONP', 'LONPL']
ENSG00000102921	['N4BP1']
ENSG00000102924	['CBLN1']
ENSG00000102931	['ARL2BP', 'RP66', 'BART1', 'BART']
ENSG00000102934	['PLLP', 'TM4SF11', 'PMLP']
ENSG00000102935	['ZNF423', 'KIAA0760', 'hOAZ', 'Ebfaz', 'Zfp104', 'NPHP14', 'JBTS19']
ENSG00000102962	['CCL22', 'SCYA22', 'STCP-1', 'ABCD-1', 'DC/B-CK', 'A-152E5.1', 'MGC34554']
ENSG00000102967	['DHODH']
ENSG00000102970	['CCL17', 'SCYA17', 'TARC', 'ABCD-2']
ENSG00000102974	['CTCF']
ENSG00000102977	['ACD', 'Ptop', 'Pip1', 'Tpp1', 'Tint1']
ENSG00000102978	['POLR2C', 'RPB3']
ENSG00000102981	['PARD6A', 'PAR-6', 'PAR-6A', 'TAX40', 'PAR6alpha', 'TIP-40']
ENSG00000102984	['ZNF821']
ENSG00000102996	['MMP15', 'MT2-MMP', 'MTMMP2', 'SMCP-2']
ENSG00000103005	['USB1', 'C16orf57', 'FLJ13154', 'HVSL1', 'Mpn1']
ENSG00000103018	['CYB5B', 'CYB5-M']
ENSG00000103021	['CCDC113', 'HSPC065', 'DKFZp434N1418']
ENSG00000103023	['PRSS54', 'FLJ25339', 'KLKBL4', 'CT67']
ENSG00000103024	['NME3', 'DR-nm23', 'NM23-H3', 'NDPKC']
ENSG00000103034	['NDRG4', 'KIAA1180', 'SMAP-8']
ENSG00000103035	['PSMD7', 'MOV34', 'Rpn8']
ENSG00000103037	['SETD6', 'FLJ21148']
ENSG00000103042	['SLC38A7', 'FLJ10815']
ENSG00000103043	['VAC14', 'TAX1BP2', 'FLJ10305', 'ArPIKfyve']
ENSG00000103044	['HAS3']
ENSG00000103047	['TANGO6', 'TMCO7', 'FLJ12688', 'KIAA1746']
ENSG00000103051	['COG4', 'COD1', 'DKFZP586E1519']
ENSG00000103056	['SMPD3', 'NSMASE2']
ENSG00000103061	['SLC7A6OS', 'FLJ13291']
ENSG00000103064	['SLC7A6', 'y+LAT-2', 'KIAA0245', 'LAT3', 'LAT-2']
ENSG00000103066	['PLA2G15', 'LYPLA3', 'LLPL', 'GXVPLA2']
ENSG00000103067	['ESRP2', 'RBM35B', 'FLJ21918']
ENSG00000103089	['FA2H', 'FAXDC1', 'SPG35', 'FLJ25287']
ENSG00000103091	['WDR59', 'FLJ12270']
ENSG00000103111	['MON1B', 'SAND2', 'HSRG1', 'KIAA0872']
ENSG00000103121	['CMC2', 'C16orf61', 'DC13', 'MGC45036']
ENSG00000103126	['AXIN1', 'PPP1R49']
ENSG00000103145	['HCFC1R1', 'HPIP', 'FLJ20568']
ENSG00000103148	['NPRL3', 'C16orf35', 'CGTHBA', 'RMD11', 'MARE', 'HS-40']
ENSG00000103150	['MLYCD', 'MCD', 'hMCD']
ENSG00000103152	['MPG', 'MDG']
ENSG00000103154	['NECAB2', 'EFCBP2']
ENSG00000103160	['HSDL1', 'SDR12C3']
ENSG00000103168	['TAF1C', 'TAFI110', 'TAFI95', 'MGC:39976']
ENSG00000103174	['NAGPA', 'APAA', 'UCE']
ENSG00000103175	['WFDC1', 'PS20']
ENSG00000103184	['SEC14L5', 'KIAA0420', 'PRELID4B']
ENSG00000103187	['COTL1']
ENSG00000103194	['USP10', 'UBPO', 'KIAA0190']
ENSG00000103196	['CRISPLD2', 'LCRISP2', 'DKFZP434B044', 'LGL1']
ENSG00000103197	['TSC2', 'TSC4', 'tuberin', 'PPP1R160']
ENSG00000103199	['ZNF500', 'ZKSCAN18', 'KIAA0557', 'ZSCAN50']
ENSG00000103202	['NME4', 'nm23-H4', 'NM23H4', 'NDPKD']
ENSG00000103222	['ABCC1', 'MRP', 'MRP1', 'GS-X']
ENSG00000103226	['NOMO3']
ENSG00000103227	['LMF1', 'C16orf26', 'TMEM112', 'FLJ12681', 'JFP11', 'FLJ22302', 'TMEM112A']
ENSG00000103241	['FOXF1', 'FKHL5', 'FREAC1']
ENSG00000103245	['NARFL']
ENSG00000103248	['MTHFSD', 'FLJ12998']
ENSG00000103249	['CLCN7', 'CLC-7', 'OPTA2', 'CLC7', 'ClC-7', 'PPP1R63']
ENSG00000103253	['HAGHL', 'MGC2605']
ENSG00000103254	['FAM173A', 'C16orf24', 'MGC2494']
ENSG00000103257	['SLC7A5', 'E16', 'D16S469E', 'MPE16']
ENSG00000103260	['METRN', 'C16orf23', 'MGC2601']
ENSG00000103264	['FBXO31', 'FBX14', 'FBXO14', 'Fbx31', 'MGC15419']
ENSG00000103266	['STUB1', 'UBOX1', 'CHIP', 'SDCCAG7', 'HSPABP2', 'NY-CO-7']
ENSG00000103269	['RHBDL1', 'RHBDL', 'RRP']
ENSG00000103274	['NUBP1', 'NBP1', 'NBP35', 'CIAO5']
ENSG00000103275	['UBE2I', 'UBC9']
ENSG00000103310	['ZP2', 'ZPA']
ENSG00000103313	['MEFV', 'FMF', 'TRIM20']
ENSG00000103316	['CRYM', 'DFNA40']
ENSG00000103319	['EEF2K', 'eEF-2K', 'CaMKIII']
ENSG00000103326	['CAPN15', 'SOLH']
ENSG00000103335	['PIEZO1', 'FAM38A', 'KIAA0233']
ENSG00000103342	['GSPT1', 'GST1', 'ETF3A', 'eRF3a']
ENSG00000103343	['ZNF174', 'ZSCAN8']
ENSG00000103351	['CLUAP1', 'FLJ13297', 'KIAA0643', 'FAP22', 'CFAP22', 'IFT38']
ENSG00000103353	['UBFD1', 'FLJ42145', 'FLJ38870', 'UBPH']
ENSG00000103355	['PRSS33', 'EOS']
ENSG00000103356	['EARS2', 'KIAA1970', 'MSE1']
ENSG00000103363	['TCEB2']
ENSG00000103365	['GGA2', 'VEAR', 'KIAA1080']
ENSG00000103375	['AQP8']
ENSG00000103381	['CPPED1', 'CSTP1', 'FLJ11151']
ENSG00000103404	['USP31', 'KIAA1203']
ENSG00000103415	['HMOX2', 'HO-2']
ENSG00000103423	['DNAJA3', 'TID1', 'hTid-1']
ENSG00000103426	['CORO7-PAM16']
ENSG00000103429	['BFAR', 'RNF47']
ENSG00000103449	['SALL1', 'TBS', 'Hsal1', 'ZNF794']
ENSG00000103460	['TOX3', 'TNRC9', 'CAGF9']
ENSG00000103479	['RBL2', 'Rb2', 'p130']
ENSG00000103485	['QPRT', 'QPRTase']
ENSG00000103489	['XYLT1', 'XT-I', 'PXYLT1']
ENSG00000103490	['PYCARD', 'TMS-1', 'CARD5', 'ASC']
ENSG00000103494	['RPGRIP1L', 'KIAA1005', 'CORS3', 'JBTS7', 'MKS5', 'NPHP8', 'FTM', 'PPP1R134']
ENSG00000103495	['MAZ', 'ZF87', 'Pur-1', 'Zif87', 'ZNF801']
ENSG00000103496	['STX4', 'STX4A', 'p35-2']
ENSG00000103502	['CDIPT', 'PIS1', 'PIS']
ENSG00000103507	['BCKDK']
ENSG00000103510	['KAT8', 'MYST1', 'MOF', 'FLJ14040', 'hMOF', 'ZC2HC8']
ENSG00000103512	['NOMO1', 'PM5']
ENSG00000103522	['IL21R', 'CD360']
ENSG00000103528	['SYT17']
ENSG00000103534	['TMC5', 'FLJ13593']
ENSG00000103540	['CCP110', 'KIAA0419', 'CP110']
ENSG00000103544	['C16orf62']
ENSG00000103546	['SLC6A2']
ENSG00000103549	['RNF40', 'KIAA0661', 'RBP95', 'BRE1B', 'STARING']
ENSG00000103550	['KNOP1', 'C16orf88', '101F10.1', 'FAM191A', 'TSG118']
ENSG00000103569	['AQP9', 'SSC1', 'HsT17287']
ENSG00000103591	['AAGAB', 'FLJ11506', 'p34']
ENSG00000103599	['IQCH', 'FLJ12476']
ENSG00000103642	['LACTB', 'MRPL56', 'FLJ14902']
ENSG00000103647	['CORO2B', 'ClipinC', 'KIAA0925']
ENSG00000103653	['CSK']
ENSG00000103657	['HERC1', 'p532', 'p619']
ENSG00000103671	['TRIP4', 'HsT17391']
ENSG00000103707	['MTFMT', 'FMT1']
ENSG00000103710	['RASL12', 'RIS']
ENSG00000103723	['AP3B2', 'NAPTB']
ENSG00000103740	['ACSBG1', 'BGM', 'FLJ30320', 'MGC14352', 'BG1', 'KIAA0631', 'hBG1', 'hsBG']
ENSG00000103742	['IGDCC4', 'NOPE', 'LOC57722']
ENSG00000103769	['RAB11A', 'YL8']
ENSG00000103811	['CTSH', 'CPSB', 'ACC-4', 'ACC-5', 'ACC4', 'ACC5']
ENSG00000103852	['TTC23', 'FLJ12572', 'HCC-8']
ENSG00000103855	['CD276', 'B7-H3', 'B7H3', 'B7RP-2']
ENSG00000103876	['FAH']
ENSG00000103888	['KIAA1199']
ENSG00000103932	['RPAP1', 'DKFZP727M111', 'KIAA1403', 'MGC858', 'FLJ12732']
ENSG00000103942	['HOMER2', 'Cupidin', 'Vesl-2', 'HOMER-2B', 'HOMER-2', 'HOMER-2A', 'DFNA68']
ENSG00000103966	['EHD4', 'PAST4']
ENSG00000103978	['TMEM87A', 'DKFZP564G2022']
ENSG00000103994	['ZNF106', 'ZFP106', 'SH3BP3']
ENSG00000103995	['CEP152', 'KIAA0912', 'SCKL5', 'MCPH9']
ENSG00000104043	['ATP8B4', 'ATPIM', 'KIAA1939']
ENSG00000104044	['OCA2', 'D15S12', 'P', 'EYCL3', 'EYCL2', 'BEY2', 'EYCL', 'BEY', 'BEY1']
ENSG00000104047	['DTWD1', 'MDS009', 'MGC111207']
ENSG00000104055	['TGM5', 'TGX', 'TGMX']
ENSG00000104059	['FAM189A1', 'KIAA0574', 'TMEM228']
ENSG00000104064	['GABPB1', 'E4TF1-47', 'GABPB']
ENSG00000104067	['TJP1', 'ZO-1', 'MGC133289', 'DKFZp686M05161']
ENSG00000104081	['BMF', 'FLJ00065']
ENSG00000104093	['DMXL2', 'RC3', 'KIAA0856', 'DFNA71']
ENSG00000104112	['SCG3', 'SgIII', 'FLJ90833']
ENSG00000104129	['DNAJC17', 'FLJ10634']
ENSG00000104131	['EIF3J', 'EIF3S1', 'eIF3-p35', 'eIF3-alpha', 'eIF3j']
ENSG00000104133	['SPG11', 'KIAA1840', 'FLJ21439']
ENSG00000104140	['RHOV', 'ARHV', 'Chp', 'WRCH2']
ENSG00000104142	['VPS18', 'KIAA1475', 'PEP3']
ENSG00000104147	['OIP5', 'MIS18B', 'hMIS18beta', 'CT86']
ENSG00000104154	['SLC30A4', 'ZNT4']
ENSG00000104164	['BLOC1S6', 'PA', 'PLDN', 'HPS9']
ENSG00000104177	['MYEF2', 'MEF-2', 'FLJ11213', 'KIAA1341', 'HsT18564']
ENSG00000104205	['SGK3', 'SGKL']
ENSG00000104213	['PDGFRL', 'PRLTS']
ENSG00000104218	['CSPP1', 'FLJ22490', 'CSPP', 'JBTS21']
ENSG00000104219	['ZDHHC2', 'ZNF372', 'DHHC2']
ENSG00000104221	['BRF2', 'FLJ11052', 'BRFU', 'TFIIIB50']
ENSG00000104228	['TRIM35', 'KIAA1098', 'MAIR', 'HLS5']
ENSG00000104231	['ZFAND1', 'FLJ14007']
ENSG00000104237	['RP1', 'DCDC4A']
ENSG00000104267	['CA2', 'Car2', 'CA-II', 'CAII']
ENSG00000104290	['FZD3']
ENSG00000104299	['INTS9', 'FLJ10871', 'CPSF2L', 'RC-74']
ENSG00000104312	['RIPK2', 'RICK', 'CARDIAK', 'CARD3']
ENSG00000104313	['EYA1']
ENSG00000104320	['NBN', 'NBS', 'NBS1', 'ATV', 'AT-V2', 'AT-V1']
ENSG00000104321	['TRPA1', 'ANKTM1']
ENSG00000104324	['CPQ', 'LDP', 'PGCP']
ENSG00000104325	['DECR1', 'DECR', 'SDR18C1']
ENSG00000104327	['CALB1', 'CALB']
ENSG00000104331	['IMPAD1', 'FLJ20421', 'IMPA3', 'gPAPP']
ENSG00000104332	['SFRP1', 'SARP2', 'FRP-1']
ENSG00000104341	['LAPTM4B', 'LC27']
ENSG00000104343	['UBE2W', 'FLJ11011', 'UBC-16']
ENSG00000104356	['POP1']
ENSG00000104361	['NIPAL2', 'NPAL2', 'FLJ13955']
ENSG00000104365	['IKBKB', 'IKK2', 'NFKBIKB', 'IKK-beta', 'IKKB']
ENSG00000104368	['PLAT']
ENSG00000104369	['JPH1', 'JP-1']
ENSG00000104371	['DKK4']
ENSG00000104375	['STK3', 'MST2', 'KRS1']
ENSG00000104381	['GDAP1', 'CMT4A', 'CMT4', 'CMT2K']
ENSG00000104388	['RAB2A', 'RAB2']
ENSG00000104408	['EIF3E', 'INT6', 'EIF3S6', 'eIF3-p48', 'eIF3e']
ENSG00000104412	['EMC2', 'KIAA0103', 'TTC35']
ENSG00000104413	['ESRP1', 'RBM35A', 'FLJ20171']
ENSG00000104415	['WISP1', 'WISP1-OT1', 'WISP1-UT1', 'CCN4', 'WISP-1']
ENSG00000104419	['NDRG1', 'CAP43', 'RTP', 'TDD5', 'NDR1']
ENSG00000104427	['ZC2HC1A', 'C8orf70', 'FAM164A', 'CGI-62']
ENSG00000104432	['IL7', 'IL-7']
ENSG00000104435	['STMN2', 'SCGN10', 'SCG10']
ENSG00000104442	['ARMC1', 'FLJ10511', 'Arcp']
ENSG00000104447	['TRPS1', 'GC79']
ENSG00000104450	['SPAG1', 'SP75', 'FLJ32920', 'HSD-3.8', 'TPIS', 'CT140', 'CILD28']
ENSG00000104472	['CHRAC1', 'CHRAC15', 'YCL1']
ENSG00000104490	['NCALD']
ENSG00000104497	['SNX16']
ENSG00000104499	['GML', 'LY6DL']
ENSG00000104517	['UBR5', 'EDD1', 'DD5', 'HYD', 'EDD', 'KIAA0896']
ENSG00000104518	['GSDMD', 'GSDMDC1', 'FLJ12150', 'DF5L']
ENSG00000104522	['TSTA3', 'FX', 'P35B', 'SDR4E1']
ENSG00000104524	['PYCRL']
ENSG00000104529	['EEF1D', 'EF-1D', 'FLJ20897']
ENSG00000104537	['ANXA13', 'ANX13']
ENSG00000104549	['SQLE']
ENSG00000104611	['SH2D4A', 'FLJ20967', 'SH2A', 'PPP1R38']
ENSG00000104613	['INTS10', 'C8orf35', 'FLJ10569', 'INT10']
ENSG00000104626	"['ERI1', 'THEX1', ""3'HEXO""]"
ENSG00000104635	['SLC39A14', 'KIAA0062', 'NET34', 'ZIP14']
ENSG00000104643	['MTMR9', 'C8orf9', 'DKFZp434K171', 'LIP-STYX']
ENSG00000104660	['LEPROTL1', 'my047', 'Vps55']
ENSG00000104671	['DCTN6', 'WS-3']
ENSG00000104679	['R3HCC1', 'DKFZp564N123']
ENSG00000104687	['GSR']
ENSG00000104689	['TNFRSF10A', 'DR4', 'Apo2', 'TRAILR-1', 'CD261', 'TRAILR1']
ENSG00000104691	['UBXN8', 'UBXD6', 'D8S2298E', 'REP8']
ENSG00000104695	['PPP2CB', 'PP2Abeta']
ENSG00000104714	['ERICH1']
ENSG00000104722	['NEFM', 'NEF3', 'NFM', 'NF-M']
ENSG00000104723	['TUSC3', 'MGC13453', 'N33', 'OST3A', 'MRT7', 'MagT2']
ENSG00000104725	['NEFL', 'NFL', 'CMT1F', 'CMT2E', 'NF68', 'PPP1R110']
ENSG00000104728	['ARHGEF10', 'KIAA0294', 'Gef10']
ENSG00000104731	['KLHDC4', 'DKFZp434G0522']
ENSG00000104738	['MCM4', 'CDC21', 'CDC54', 'hCdc21', 'P1-Cdc21', 'MGC33310']
ENSG00000104755	['ADAM2', 'FTNB', 'PH-30b', 'PH30', 'CT15']
ENSG00000104756	['KCTD9', 'FLJ20038', 'BTBD27']
ENSG00000104760	['FGL1', 'HFREP-1']
ENSG00000104763	['ASAH1', 'ASAH', 'AC', 'PHP32', 'FLJ21558', 'ACDase']
